date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2020-07-10,6.23,7.47,7.47,6.23,543,405504.0,23.89,43.93,2.28,0.14,605199
2020-07-13,8.22,8.22,8.22,8.22,232,190786.0,0.0,10.04,0.75,0.06,605199
2020-07-14,9.04,9.04,9.04,9.04,251,226524.0,0.0,9.98,0.82,0.06,605199
2020-07-15,9.94,9.94,9.94,9.94,216,214813.0,0.0,9.96,0.9,0.05,605199
2020-07-16,10.93,10.93,10.93,10.93,766,837304.0,0.0,9.96,0.99,0.19,605199
2020-07-17,12.02,12.02,12.02,12.02,798,958763.0,0.0,9.97,1.09,0.2,605199
2020-07-20,13.22,13.22,13.22,13.22,933,1232924.0,0.0,9.98,1.2,0.23,605199
2020-07-21,14.54,14.54,14.54,14.54,1403,2039497.0,0.0,9.98,1.32,0.35,605199
2020-07-22,15.99,15.99,15.99,15.99,1858,2971118.0,0.0,9.97,1.45,0.46,605199
2020-07-23,17.59,17.59,17.59,17.59,1824,3207589.0,0.0,10.01,1.6,0.45,605199
2020-07-24,19.35,19.35,19.35,19.35,2893,5597084.0,0.0,10.01,1.76,0.72,605199
2020-07-27,21.29,21.29,21.29,21.29,2639,5617579.0,0.0,10.03,1.94,0.66,605199
2020-07-28,23.42,23.42,23.42,23.42,1532,3587382.0,0.0,10.0,2.13,0.38,605199
2020-07-29,25.76,25.76,25.76,25.76,4280,11024559.0,0.0,9.99,2.34,1.07,605199
2020-07-30,28.34,28.34,28.34,28.34,20890,59201155.0,0.0,10.02,2.58,5.21,605199
2020-07-31,31.17,31.17,31.17,31.17,11016,34336934.0,0.0,9.99,2.83,2.75,605199
2020-08-03,34.29,34.29,34.29,34.29,8659,29692808.0,0.0,10.01,3.12,2.16,605199
2020-08-04,37.72,37.72,37.72,37.72,2728,10288319.0,0.0,10.0,3.43,0.68,605199
2020-08-05,41.49,41.49,41.49,41.49,102112,423662640.0,0.0,9.99,3.77,25.46,605199
2020-08-06,44.99,45.64,45.64,42.88,187540,840855328.0,6.65,10.0,4.15,46.77,605199
2020-08-07,47.38,48.47,49.88,43.73,304811,1432822688.0,13.48,6.2,2.83,76.01,605199
