date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2007-12-05,29.0,30.9,31.88,29.0,344485,1042318849.84,16.2,73.79,13.12,63.79,002191
2007-12-06,31.28,31.48,32.87,30.88,208377,659166162.29,6.44,1.88,0.58,38.59,002191
2007-12-07,30.5,29.95,30.99,29.7,108735,328251919.21,4.1,-4.86,-1.53,20.14,002191
2007-12-10,29.3,31.0,31.38,29.08,86355,261558415.42,7.68,3.51,1.05,15.99,002191
2007-12-11,30.8,30.6,31.24,30.37,48588,149509431.99,2.81,-1.29,-0.4,9.0,002191
2007-12-12,30.5,30.6,30.82,29.68,44205,132942286.88,3.73,0.0,0.0,8.19,002191
2007-12-13,30.3,30.8,32.29,30.29,81992,258579403.12,6.54,0.65,0.2,15.18,002191
2007-12-14,30.4,31.2,31.35,29.9,46324,142503045.6,4.71,1.3,0.4,8.58,002191
2007-12-17,31.39,31.65,32.3,31.0,68161,217185359.44,4.17,1.44,0.45,12.62,002191
2007-12-18,31.4,30.15,31.97,30.01,38097,116977214.29,6.19,-4.74,-1.5,7.05,002191
2007-12-19,30.31,30.19,31.01,30.0,31098,94727727.96,3.35,0.13,0.04,5.76,002191
2007-12-20,30.5,31.03,31.18,30.1,28528,87584204.78,3.58,2.78,0.84,5.28,002191
2007-12-21,30.72,31.45,31.83,30.68,39050,122766859.52,3.71,1.35,0.42,7.23,002191
2007-12-24,31.63,31.6,32.74,31.42,70462,226219627.91,4.2,0.48,0.15,13.05,002191
2007-12-25,31.6,33.58,34.55,31.35,74048,245674389.95,10.13,6.27,1.98,13.71,002191
2007-12-26,33.38,33.8,34.15,33.08,37992,128100471.75,3.19,0.66,0.22,7.04,002191
2007-12-27,33.81,33.91,35.0,33.58,46084,157209512.02,4.2,0.33,0.11,8.53,002191
2007-12-28,33.85,33.2,33.95,32.91,41109,136810565.27,3.07,-2.09,-0.71,7.61,002191
2008-01-02,33.38,33.66,33.99,32.5,34656,115554842.78,4.49,1.39,0.46,6.42,002191
2008-01-03,33.3,33.61,34.25,32.81,40130,134500530.35,4.28,-0.15,-0.05,7.43,002191
2008-01-07,33.58,32.7,33.58,32.0,52244,170571598.48,4.7,-2.71,-0.91,9.67,002191
2008-01-08,32.6,32.43,33.2,32.21,35407,115580451.83,3.03,-0.83,-0.27,6.56,002191
2008-01-09,32.29,33.06,33.08,32.08,21958,71958573.99,3.08,1.94,0.63,4.07,002191
2008-01-10,33.1,32.45,33.29,32.39,28665,94028681.77,2.72,-1.85,-0.61,5.31,002191
2008-01-11,32.47,32.5,32.95,32.1,20715,67350356.77,2.62,0.15,0.05,3.84,002191
2008-01-14,32.52,33.34,33.78,32.52,27866,92638181.64,3.88,2.58,0.84,5.16,002191
2008-01-15,33.58,33.66,34.14,33.14,27031,91079992.96,3.0,0.96,0.32,5.01,002191
2008-01-16,33.5,32.6,33.65,32.5,27568,90743106.2,3.42,-3.15,-1.06,5.11,002191
2008-01-17,32.33,32.8,33.45,31.3,31278,101658319.55,6.6,0.61,0.2,5.79,002191
2008-01-18,32.83,34.46,34.92,32.82,53297,181729389.85,6.4,5.06,1.66,9.87,002191
2008-01-21,34.65,33.7,35.39,33.53,46676,161331701.27,5.4,-2.21,-0.76,8.64,002191
2008-01-22,33.0,30.33,33.36,30.33,43351,135470065.96,8.99,-10.0,-3.37,8.03,002191
2008-01-23,30.8,31.3,31.6,29.51,30391,93736473.75,6.89,3.2,0.97,5.63,002191
