date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
1997-07-04,8.18,8.8,8.99,8.18,202026,171640000.0,15.34,66.67,3.52,60.67,600091
1997-07-07,8.89,8.75,9.25,8.5,124164,110989000.0,8.52,-0.57,-0.05,37.29,600091
1997-07-08,8.85,9.37,9.59,8.71,84379,77355000.0,10.06,7.09,0.62,25.34,600091
1997-07-09,9.37,8.97,9.37,8.82,54281,49156000.0,5.87,-4.27,-0.4,16.3,600091
1997-07-10,9.05,8.8,9.25,8.8,45525,40994000.0,5.02,-1.9,-0.17,13.67,600091
1997-07-11,8.71,9.68,9.68,8.7,77589,72871000.0,11.14,10.0,0.88,23.3,600091
1997-07-14,9.94,10.05,10.27,9.69,99906,99580000.0,5.99,3.82,0.37,30.0,600091
1997-07-15,9.94,9.97,10.3,9.58,47680,47299000.0,7.16,-0.8,-0.08,14.32,600091
1997-07-16,9.9,10.27,10.59,9.78,49856,50723000.0,8.12,3.01,0.3,14.97,600091
1997-07-17,10.27,10.2,10.48,10.01,28238,28908000.0,4.58,-0.68,-0.07,8.48,600091
1997-07-18,10.28,10.07,10.32,9.91,25114,25358000.0,4.02,-1.27,-0.13,7.54,600091
1997-07-21,10.2,9.6,10.21,9.56,33862,33328000.0,6.45,-4.67,-0.47,10.17,600091
1997-07-22,9.56,9.75,9.96,9.45,23138,22368000.0,5.31,1.56,0.15,6.95,600091
1997-07-23,9.85,9.68,10.2,9.5,18568,18400000.0,7.18,-0.72,-0.07,5.58,600091
1997-07-24,9.61,9.49,9.8,9.4,11579,11095000.0,4.13,-1.96,-0.19,3.48,600091
1997-07-25,9.4,9.37,9.58,9.18,12667,11859000.0,4.21,-1.26,-0.12,3.8,600091
1997-07-28,9.37,9.4,9.49,9.2,9323,8703000.0,3.09,0.32,0.03,2.8,600091
1997-07-29,9.37,9.53,9.6,9.22,8406,7928000.0,4.04,1.38,0.13,2.52,600091
1997-07-30,9.55,9.67,9.68,9.4,9346,8947000.0,2.94,1.47,0.14,2.81,600091
1997-07-31,9.75,9.7,9.99,9.61,14074,13841000.0,3.93,0.31,0.03,4.23,600091
1997-08-01,9.73,9.76,9.85,9.6,6614,6406000.0,2.58,0.62,0.06,1.99,600091
1997-08-04,9.88,10.0,10.05,9.76,12277,12218000.0,2.97,2.46,0.24,3.69,600091
1997-08-05,10.0,9.81,10.2,9.76,10168,10159000.0,4.4,-1.9,-0.19,3.05,600091
1997-08-06,9.76,9.38,9.83,9.35,10507,10100000.0,4.89,-4.38,-0.43,3.16,600091
1997-08-07,9.4,9.76,9.76,9.35,8112,7698000.0,4.37,4.05,0.38,2.44,600091
1997-08-08,9.86,9.48,9.86,9.4,11372,10877000.0,4.71,-2.87,-0.28,3.42,600091
1997-08-11,9.46,9.11,9.46,9.1,10671,9811000.0,3.8,-3.9,-0.37,3.2,600091
1997-08-12,9.12,8.78,9.29,8.78,9108,8235000.0,5.6,-3.62,-0.33,2.74,600091
1997-08-13,8.8,8.71,9.08,8.68,6863,6081000.0,4.56,-0.8,-0.07,2.06,600091
1997-08-14,8.8,9.0,9.08,8.75,4704,4182000.0,3.79,3.33,0.29,1.41,600091
1997-08-15,9.08,8.63,9.08,8.53,5765,5030000.0,6.11,-4.11,-0.37,1.73,600091
1997-08-18,8.5,8.35,8.6,8.18,5935,4968000.0,4.87,-3.24,-0.28,1.78,600091
1997-08-19,8.3,8.33,8.43,8.25,3956,3289000.0,2.16,-0.24,-0.02,1.19,600091
1997-08-20,8.35,8.68,8.69,8.28,5211,4408000.0,4.92,4.2,0.35,1.56,600091
1997-08-21,8.67,8.6,8.75,8.53,4607,3975000.0,2.53,-0.92,-0.08,1.38,600091
1997-08-22,8.6,8.72,8.76,8.55,4692,4056000.0,2.44,1.4,0.12,1.41,600091
1997-08-25,8.63,8.27,8.69,8.22,9393,7885000.0,5.39,-5.16,-0.45,2.82,600091
1997-08-26,8.25,7.95,8.3,7.86,14327,11391000.0,5.32,-3.87,-0.32,4.3,600091
1997-08-27,7.95,8.23,8.23,7.95,8781,7115000.0,3.52,3.52,0.28,2.64,600091
1997-08-28,8.24,8.29,8.3,8.08,8128,6658000.0,2.67,0.73,0.06,2.44,600091
1997-08-29,8.3,8.29,8.35,8.12,7020,5769000.0,2.77,0.0,0.0,2.11,600091
1997-09-01,8.25,8.38,8.45,8.04,14393,11850000.0,4.95,1.09,0.09,4.32,600091
1997-09-02,8.38,8.41,8.5,8.3,6507,5455000.0,2.39,0.36,0.03,1.95,600091
1997-09-03,8.41,8.49,8.5,8.32,9329,7848000.0,2.14,0.95,0.08,2.8,600091
1997-09-04,8.5,8.57,8.65,8.47,7751,6641000.0,2.12,0.94,0.08,2.33,600091
1997-09-05,8.52,8.46,8.56,8.4,5576,4715000.0,1.87,-1.28,-0.11,1.67,600091
1997-09-08,8.42,8.45,8.54,8.3,8146,6821000.0,2.84,-0.12,-0.01,2.45,600091
1997-09-09,8.5,8.29,8.59,8.29,5491,4631000.0,3.55,-1.89,-0.16,1.65,600091
1997-09-10,8.2,8.38,8.39,8.2,5290,4387000.0,2.29,1.09,0.09,1.59,600091
1997-09-11,8.4,8.58,8.67,8.36,9731,8252000.0,3.7,2.39,0.2,2.92,600091
1997-09-12,8.53,8.72,8.94,8.46,28141,24559000.0,5.59,1.63,0.14,8.45,600091
1997-09-15,8.73,8.72,9.08,8.66,28149,25056000.0,4.82,0.0,0.0,8.45,600091
1997-09-16,8.75,8.6,8.86,8.38,9760,8383000.0,5.5,-1.38,-0.12,2.93,600091
1997-09-17,8.6,8.3,8.65,8.23,4660,3903000.0,4.88,-3.49,-0.3,1.4,600091
1997-09-18,8.26,8.3,8.47,8.22,3187,2651000.0,3.01,0.0,0.0,0.96,600091
1997-09-19,8.31,8.36,8.4,8.24,3043,2532000.0,1.93,0.72,0.06,0.91,600091
1997-09-22,8.4,7.72,8.45,7.71,6257,5013000.0,8.85,-7.66,-0.64,1.88,600091
1997-09-23,7.57,7.15,7.79,7.02,6857,5076000.0,9.97,-7.38,-0.57,2.06,600091
1997-09-24,7.5,7.51,7.63,7.3,6866,5098000.0,4.62,5.03,0.36,2.06,600091
1997-09-25,7.55,7.67,7.8,7.51,7480,5737000.0,3.86,2.13,0.16,2.25,600091
1997-09-26,7.7,7.82,7.97,7.4,10446,7996000.0,7.43,1.96,0.15,3.14,600091
1997-09-29,7.78,7.45,7.8,7.41,3759,2839000.0,4.99,-4.73,-0.37,1.13,600091
1997-09-30,7.46,7.54,7.62,7.45,2485,1878000.0,2.28,1.21,0.09,0.75,600091
1997-10-06,7.58,7.55,7.77,7.48,1172,885000.0,3.85,0.13,0.01,0.35,600091
1997-10-07,7.3,7.5,7.64,7.3,1528,1138000.0,4.5,-0.66,-0.05,0.46,600091
1997-10-08,7.7,7.74,7.8,7.58,2522,1945000.0,2.93,3.2,0.24,0.76,600091
1997-10-09,7.72,7.69,7.92,7.56,2384,1847000.0,4.65,-0.65,-0.05,0.72,600091
1997-10-10,7.65,7.71,7.79,7.62,1889,1452000.0,2.21,0.26,0.02,0.57,600091
1997-10-13,7.75,7.55,7.78,7.54,2238,1716000.0,3.11,-2.08,-0.16,0.67,600091
1997-10-14,7.52,7.53,7.54,7.4,2757,2057000.0,1.85,-0.26,-0.02,0.83,600091
1997-10-15,7.6,7.58,7.68,7.45,1104,834000.0,3.05,0.66,0.05,0.33,600091
1997-10-16,7.65,7.91,7.98,7.6,10652,8378000.0,5.01,4.35,0.33,3.2,600091
1997-10-17,7.95,7.98,8.06,7.8,6329,5014000.0,3.29,0.88,0.07,1.9,600091
1997-10-20,8.07,7.98,8.1,7.8,7993,6368000.0,3.76,0.0,0.0,2.4,600091
1997-10-21,8.0,8.15,8.25,8.0,8573,6959000.0,3.13,2.13,0.17,2.57,600091
1997-10-22,8.1,7.8,8.1,7.77,10416,8232000.0,4.05,-4.29,-0.35,3.13,600091
1997-10-23,7.75,7.68,7.9,7.66,5116,3979000.0,3.08,-1.54,-0.12,1.54,600091
1997-10-24,7.7,7.74,7.77,7.65,6840,5267000.0,1.56,0.78,0.06,2.05,600091
1997-10-27,7.74,8.23,8.29,7.7,10366,8365000.0,7.62,6.33,0.49,3.11,600091
1997-10-28,8.26,7.78,8.27,7.68,6560,5216000.0,7.17,-5.47,-0.45,1.97,600091
1997-10-29,7.71,7.78,7.85,7.65,4966,3842000.0,2.57,0.0,0.0,1.49,600091
1997-10-30,7.8,7.78,7.95,7.7,7772,6064000.0,3.21,0.0,0.0,2.33,600091
1997-10-31,7.75,7.86,7.95,7.75,4179,3265000.0,2.57,1.03,0.08,1.25,600091
1997-11-03,7.86,7.81,7.92,7.75,3936,3076000.0,2.16,-0.64,-0.05,1.18,600091
1997-11-04,7.78,7.85,8.05,7.78,3308,2619000.0,3.46,0.51,0.04,0.99,600091
1997-11-05,7.8,7.96,8.08,7.8,1628,1288835.0,3.57,1.4,0.11,0.49,600091
1997-11-06,8.05,8.19,8.45,7.85,22295,18439000.0,7.54,2.89,0.23,6.7,600091
1997-11-07,8.32,8.78,8.85,8.3,36692,31588000.0,6.72,7.2,0.59,11.02,600091
1997-11-10,8.87,9.0,9.25,8.87,48683,44192000.0,4.33,2.51,0.22,14.62,600091
1997-11-11,8.81,9.1,9.2,8.61,24239,21840000.0,6.56,1.11,0.1,7.28,600091
1997-11-12,9.02,8.95,9.1,8.75,10610,9406000.0,3.85,-1.65,-0.15,3.19,600091
1997-11-13,8.82,8.9,8.95,8.61,10574,9229000.0,3.8,-0.56,-0.05,3.18,600091
1997-11-14,8.98,8.82,9.1,8.81,13963,12506000.0,3.26,-0.9,-0.08,4.19,600091
1997-11-17,9.11,9.27,9.5,8.9,26768,24728000.0,6.8,5.1,0.45,8.04,600091
1997-11-18,9.27,9.39,9.58,9.2,19827,18665000.0,4.1,1.29,0.12,5.95,600091
1997-11-19,9.39,9.19,9.43,9.15,10506,9747000.0,2.98,-2.13,-0.2,3.15,600091
